product,features
samsung-galaxy-s25-edge,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

Dual Camera System with 200MP Wide Angle Camera

12MP Front Camera

37 Hours Talk Time

11.25 Days Standby Time

Other features
Super Slim. Super Light.
Not Slim on Toughness.
200MP in a Super-slim Phone
Let Galaxy AI¹ do it
Selfies that Stun
Samsung Wallet
Bluetooth 5.4
Conversational gain w/hearing aids: 16 dB
Conversational gain w/out hearing aids: 19 dB
25W Super-Fast Charging Capable
Lighten up with Galaxy S25 Edge. Our slimmest S Series phone yet packs big phone performance and AI capabilities into a compact, lightweight design that slips right into your day.

But don’t be fooled by its slim size, it’s made with the same tough Titanium frame and durable Gorilla Armor 2 face that stands up to your day. It’s powerful too, with a processor that handles AI features flawlessly.

Be ready to capture extraordinary moments with a camera that’s the envy of other slim phones. Snap crystal-clear photos with a 200MP camera and at night, reveal the unseen with AI-powered Nightography for photos that shine bright. With S25 Edge, you’ll always look your best, too. Portrait Selfie enhances skin tones for a polished, natural look. And Best Face captures everyone’s good side every time – it can even save the day when someone in your group shot accidentally blinks.

Discover a true AI companion with a phone that does more for you. From daily briefings2 to knocking out multiple tasks with one ask,3 Slim impressively handles your needs in seconds so you can spend more time doing other things you love.

Lightweight has never felt so powerful — Galaxy S25 Edge.

Be sure to also check out the stunning new Samsung Galaxy S25, Samsung Galaxy S25+, Samsung Galaxy S25 Ultra, and Samsung Galaxy S25 FE, available on the nation’s largest and fastest nationwide 5G network.

Samsung Galaxy S25 Edge "
motorola-razr-plus-2025,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


50MP Main Camera with OIS + 50MP Telephoto Lens with 2x optical zoom

32MP Quad Pixel Front Camera

24 Hours Talk Time

11.75 Days Standby Time

Other features
Iconic Flip design
More durable with titanium-reinforced hinge and Corningᴿ Gorillaᴿ Glass Victus
Intelligent 4.0"" external screen to do more without opening your phone
50MP camera system powered by moto ai
More personalized assistance thanks to the seamless integration of moto ai
Snapdragonᴿ 8s Gen 3 performance
Go a full day and night with the 4000mAh battery⁴
Get power for the day in about 12 minutes using a 45W TurboPowerᵀᴹ charger⁵
Make it smarter. Make it last longer. Make it even more iconic. Introducing motorola razr. Set yourself apart from the crowd with an ultra-compact, durable design featuring distinctive finishes in the latest curated Pantone3 Colors. Easily access all your favorite apps on the 3.6"" external display—without having to flip open the phone. Capture professional-level photos and videos and enjoy personalized assistance thanks to the seamless integration of moto ai1 and Google Gemini4. View everything on a large, vibrant 6.9"" LTPO main display, and listen with Dolby Atmos® stereo sound. Get over a day of battery life2 and refuel with blazing-fast 30W TurboPower™6. Plus, experience a boost in AI performance with a fast, efficient processor5. The new motorola razr. Make it yours.

Be sure to explore the stunning razr 2026 and razr fold 2026, available on the nation's largest and fastest nationwide 5G network.

razr+ 2025 "
google-pixel-9,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

50 MP wide Camera + 48 MP ultrawide with Macro Focus

10.5 MP Dual PD selfie camera with autofocus

Talk Time

Standby Time

Other features
Google Tensor G4 – the power behind Google AI on Pixel
Gemini – your AI assistant built in. Hold the power button to start writing and planning²
Summarize – Use Gemini to summarize your unread messages in Gmail and more²
Advanced Camera – new 48 MP ultrawide camera for stunning Macro Focus
Reimagine in Magic Editor – like adding fall leaves or green grass to your photo
Circle to Search – Just circle what you want more info about- an image, text, or video³
Best Take – Pixel finds the best moment, or you can choose everyone’s best expression⁴
Add Me – makes sure no one is left out of a photo by merging photos⁴
Pixel Screenshots – saves info you want to remember later – like events, places, and more
Includes – 6 mos of Google One Premium 2 TB plan and Fitbit Premium plus 3 mos of YouTube Premium⁴
Meet Pixel 9 with Gemini. Engineered by Google, Pixel gets the best of Google’s AI first. So you can take amazing photos, make edits like magic, and get things done even easier. Pixel can protect against spam and other threats. It helps you in an emergency.1 And it’s built to last.

Also checkout the newest Google Pixel phones, including Pixel 10a, Pixel 10 Pro, Pixel 10 Pro Fold and the Pixel 10 Pro XL on our largest and fastest 5G network.

Google Pixel 9 "
samsung-galaxy-s25,"Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

50MP(Wide) + 10MP(Tele) + 12MP(Ultra-Wide) Rear Cameras

12MP Front Camera

38 Hours Talk Time

11.5 Days Standby Time

Other features
Multiple Tasks with One Ask
Insights that Keep You a Step Ahead
Night Video with Audio Eraser
Portrait Selfie
Next Gen Processor
The Display Your Content Deserves
Energy Score
AI-powered Advanced Sleep
Now Bar
Battery Optimization
AI Select
Samsung Wallet
Bluetooth 5.4
Conversational gain w/hearing aids: 11 dB
Conversational gain w/out hearing aids: 14 dB
Imagine a new phone that truly simplifies your day. Galaxy S25 does more than keep your world all in one place — it uses AI1 to intuitively streamline your life.

What if you could plan a night out with your friends with one simple ask? Your personal assistant will find the perfect spot and text it to them.2 Want to keep tabs on your busy day ahead? Galaxy S25 gives you the insights you need before you know you need them with Now Brief. Want to wow with your content? Capture and curate post-worthy shots every time with an incredible high-res camera. Looking for a phone that can truly keep up with you? Galaxy S25 is built with a longlasting battery.

What if you could experience epic tech that brings ease to your everyday? Galaxy S25 does just that.

1Galaxy AI features by Samsung are free through 2025 and require Samsung account login.
2Compatible with select apps. Requires Google Gemini account. Results may vary based on input; check responses for accuracy.

Be sure to also check out the stunning new Samsung Galaxy S25 FE, Samsung Galaxy S25+, Samsung Galaxy S25 Ultra, and Samsung Galaxy S25 Edge, available on the nation’s largest and fastest nationwide 5G network.

Samsung Galaxy S25 "
motorola-razr-2025,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


50MP Camera with OIS + 13MP Ultrawide & Macro camera

32MP Front Camera

38 Hours Talk Time

22.58 Days Standby Time

Other features
Iconic flip design
Even more durable with titanium hinge and Corning® Gorilla® Glass Victus
Access your favorite apps on the 3.6” external display
50MP camera system powered by moto ai
More personalized assistance with moto ai¹
Vibrant 6.9"" ultrawide display
Go over a full day on a single charge of the 4500mAh battery²
Superfast, ultra-efficient processor
Expandable up to 16GB with RAM Boost⁷
Make it smarter. Make it last longer. Make it even more iconic. Introducing motorola razr. Set yourself apart from the crowd with an ultra-compact, durable design featuring distinctive finishes in the latest curated Pantone3 Colors. Easily access all your favorite apps on the 3.6"" external display—without having to flip open the phone. Capture professional-level photos and videos and enjoy personalized assistance thanks to the seamless integration of moto ai1 and Google Gemini4. View everything on a large, vibrant 6.9"" LTPO main display, and listen with Dolby Atmos® stereo sound. Get over a day of battery life2 and refuel with blazing-fast 30W TurboPower™6. Plus, experience a boost in AI performance with a fast, efficient processor5. The new motorola razr. Make it yours.

Check out our best deals on Motorola phones & accessories.

1Motorola Account login is required to access moto ai features. An internet or cellular connection is needed for functionality.
2All battery life claims are approximate and based on the median user tested across a mixed use profile (which includes both usage and standby time) under optimal network conditions. Actual battery performance will vary and depends on many factors including signal strength, network and device settings, temperature, battery condition, and usage patterns.
3PANTONE Colors generated may not match PANTONE-identified standards. Consult current PANTONE Publications for accurate color. PANTONE and other Pantone trademarks are the property of Pantone LLC. © Pantone LLC, 2025
4Gemini is a trademark of Google LLC. Gemini mobile app available on select devices, languages, and countries. Internet connection required. Check responses for accuracy.
5Compared with previous generation MediaTek Dimensity 7300X
6Charger may be sold separately.
7Extended RAM requires use of phone's internal storage as virtual memory, decreasing storage capacity; available user storage is less while in use. 8GB model: 8GB physical RAM + up to 8GB RAM Boost (4GB Default | 8GB Max) Available RAM is less due to operating system, software and other functions; may change with software updates. Features vary by market.
What’s in the box
Motorola razr - 2025
USB Type-C Cable
Guides
SIM Tool
Additional spec details
Battery Description
4500 mAh
Ports
USB Type-C
Connectivity
Wi-Fi 6/6E,802.11a/b/g/n/ac/ax,2.4GHz & 5GHz & 6GHz, Bluetooth® 5.4, NFC, Satellite Capable
Processor
MediaTek Dimensity 7400X
Operating System
Android
Ram
8 GB
Maximum Expandable Memory
0 GB
Wireless Network Technology Generations
4G LTE, 5G
Supported Email Platforms
Apple Mail, POP3, IMAP4, SMTP, Microsoft® Exchange, AOL, AIM, Yahoo!® Mail, GMail
WEA Capable
true
Mobile Hotspot Capable
true
Frequency
GSM: 850 MHz, 900 MHz, 1800 MHz, 1900 MHz; UMTS: Band I (2100), Band II (1900), Band IV (1700/2100), Band V (850), Band VIII (900); LTE: 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 48, 66, 71; 5G: n1, n2, n3, n5, n7, n12, n13, n14, n20, n25, n26, n28, n29, n30, n38, n40, n41, n48, n66, n70, n71, n77, n78
Display
6.9” FHD+ pOLED display
Display resolution
2640 x 1080 pixels
Weight
6.6 Ounces
Length
0.3 Inches
Height
6.7 Inches
Width
2.9 Inches
Accessibility
Hearing Aid Compatibility
Pass"
apple-iphone-16,"Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

Advanced Dual 48MP Fusion and 12MP Ultra Wide Cameras

12MP TrueDepth front camera

22 Hours Talk Time

Standby Time

Other features
Built for Apple Intelligence¹
Photographic Styles
Supersmart A18 Chip
Longer battery life³
Designed to Last⁴
Customize your iPhone⁵
Satellite Connectivity⁶˒⁷
iPhone 16. Built for Apple Intelligence.1 Featuring Camera Control. 48MP Fusion camera. Five vibrant colors. And A18 chip.

Also be sure to explore the stunning new Apple iPhone 17, Apple iPhone Air, Apple iPhone 17 Pro and Apple iPhone 17 Pro Max available on the nation’s largest and fastest nationwide 5G network.

iPhone 16 "
samsung-galaxy-s25-plus,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

50MP(Wide) + 10MP(Tele) + 12MP(Ultra-Wide) Rear Cameras

12MP Front Camera

49 Hours Talk Time

14.1 Days Standby Time

Other features
Multiple Tasks with One Ask
Insights that Keep You a Step Ahead
Night Video with Audio Eraser
Portrait Selfie
Next Gen Processor
The Display Your Content Deserves
Your Images, Clearer Than Ever
Energy Score
AI-powered Advanced Sleep
Now Bar
Battery Optimization
AI Select
Samsung Wallet
Bluetooth 5.4
Conversational gain w/hearing aids: 12 dB
Conversational gain w/out hearing aids: 14 dB
Make life easier with an epic phone that really gets you. The intuitive Galaxy S25+ features the latest in AI1 to help make every day more effortless.

Save time with a phone that feels almost like a real live personal assistant. Meeting friends for a night out? Ask your phone to search for the closest vegan restaurant and then text it to them.2

Galaxy S25+ handles multiple tasks with a single ask, freeing up time so you can focus on your look. Did you get to the restaurant early? Scroll through your feed on a display that enhances images on your screen, making all your favorite photos pop, with ProScaler.3 Better yet, rack up a few likes of your own with a stunning selfie captured with an improved camera that brings out the best in every face so your true self shines through. Rain expected on your way home? Luckily, your phone let you know before you headed out, keeping you a step ahead.

Galaxy S25+ isn’t just an AI-enhanced phone — it’s a way to take some of the hassle out of your everyday.

1Galaxy AI features by Samsung are free through 2025 and require Samsung account login.
2Compatible with select apps. Requires Google Gemini account. Results may vary based on input; check responses for accuracy.
3Requires screen resolution setting to QHD+.

Be sure to also check out the stunning new Samsung Galaxy S25, Samsung Galaxy S25 FE, Samsung Galaxy S25 Ultra, and Samsung Galaxy S25 Edge, available on the nation’s largest and fastest nationwide 5G network.

Samsung Galaxy S25+ "
samsung-galaxy-s25-ultra,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

200MP(Wide) + 12MP(Ultra-Wide) + 10MP(Tele) + 50MP(Dual) Rear Cameras

12MP Front Camera

49 Hours Talk Time

14.4 Days Standby Time

Other features
Multiple Tasks with One Ask
Insights that Keep You a Step Ahead
Night Video with Audio Eraser
Portrait Selfie
Next Gen Processor
The Display Your Content Deserves
Your Images, Clearer Than Ever
Energy Score
AI-powered Advanced Sleep
Now Bar
Battery Optimization
High Resolution Ultra Wide-Angle Camera
AI Select
Redesigned from the Inside Out
Samsung Wallet
Bluetooth 5.4
Conversational gain w/hearing aids: 13 dB
Conversational gain w/out hearing aids: 16 dB
Staying in the moment is easier than ever with the all-new Galaxy S25 Ultra. Its intelligent AI1 transforms into your own virtual assistant that evolves with you to work better for you.

Let’s say you want to enjoy a night out with friends but don’t have time to plan. Just ask Galaxy S25 Ultra to invite your friends to the nearest bowling lounge tonight. Your phone will find the info and text it to them.2 You don’t need to slow down your speech or speak like a robot — just talk to your phone naturally, and it will understand.

While you’re out rolling spares, Night Video brings out the details in every moment — even in low light — while Audio Eraser makes it easy to reduce distracting noises,3 like those pins crashing one lane over. Galaxy S25 Ultra also keeps up with your schedule and provides the weather forecast for your night, allowing you to stay a step ahead and adjust plans on the fly.

With a phone as evolved as Galaxy S25 Ultra, you don’t have to sweat the small stuff — it’s handled intelligently.

1Galaxy AI features by Samsung are free through 2025 and require Samsung account login.
2Compatible with select apps. Requires Google Gemini account. Results may vary based on input; check responses for accuracy.
3Compatible with common video formats accessible in Gallery; helps minimize six sounds (Voice/speech, Music, Noise, Crowd, Nature, Wind). Utilizes AI; results vary.

Be sure to also check out the stunning new Samsung Galaxy S25, Samsung Galaxy S25+, Samsung Galaxy S25 FE, and Samsung Galaxy S25 Edge, available on the nation’s largest and fastest nationwide 5G network..

Samsung Galaxy S25 Ultra "
motorola-razr-ultra-2025,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


Advanced Triple 50MP Camera

50MP Main Sensor + 50MP Ultrawide & Macro lens + 50MP front camera

35 Hours Talk Time

13.2 Days Standby Time

Other features
Ultimate style meets the iconic flip design
Even more durable with titanium hinge and Corning® Gorilla™ Glass Ceramic
Access your favorite apps on the most intelligent and interactive 4.0” external display
Most advanced 50MP camera system, powered by moto ai.
Elevated interactions with moto ai¹ and Google Gemini
Industry leading Snapdragon® 8 Elite performance ³
Fastest charging flip phone with 68W TurboPower™ charging
View everything on a 7” Super HD (1224p) 165Hz display
Expandable up to 32GB with RAM Boost⁷
Make it smarter. Make it faster. Make it even more iconic. Introducing the motorola razr ultra. Ultra-compact and exquisitely crafted, it features distinctive finishes such as Alcantara4,3 and all in specially curated Pantone Colors. Easily access your favorite apps on the most intelligent and interactive external display. All without having to flip open your phone. Capture professional-level photos and videos and enjoy personalized assistance thanks to the seamless integration of moto ai1. Accelerate everything with industry-leading Snapdragon® AI performance. And get the fastest charging of any flip phone2 thanks to 68W TurboPower™. The new motorola razr ultra. Make it yours.Be sure to explore the stunning razr 2026 and razr fold 2026, available on the nation's largest and fastest nationwide 5G network.

razr ultra 2025 "
apple-iphone-16-plus,"Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

Advanced Dual 48MP Fusion and 12MP Ultra Wide Cameras

12MP TrueDepth front camera

27 Hours Talk Time

Standby Time

Other features
Built for Apple Intelligence¹
Photographic Styles
Supersmart A18 Chip
Longer battery life³
Designed to Last⁴
Customize your iPhone⁵
Satellite Connectivity⁶,⁷
iPhone 16 Plus. Built for Apple Intelligence.1 Featuring Camera Control. 48MP Fusion camera. Five vibrant colors. And A18 chip.

Also be sure to explore stunning new Apple iPhone 17, Apple iPhone Air, Apple iPhone 17 Pro and Apple iPhone 17 Pro Max available on the nation’s largest and fastest nationwide 5G network.

iPhone 16 Plus "
apple-iphone-16e,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

48MP Fusion Camera with super higher resolution photos and an optical-quality 2x Telephoto

12MP TrueDepth front camera

21 Hours Talk Time

Standby Time

Other features
Built for Apple Intelligence ¹
A18 Chip. Fast into Future
Supersized Battery Life - up to 26 hours of video playback² and best battery life in a 6.1"" iPhone³
Durable Design. Brilliant Display - Stunning 6.1-inch display uses OLED technology
Action Button - Quick customizable access to your favorite apps and features
Make it yours with iOS 18, you can customize your Home Screen and Lock Screen.
Satellite Features⁴
Privacy - Use Face ID to securely unlock, sign in, and pay.
iPhone 16e is built for Apple Intelligence and powered by the A18 chip.1 Shoot super-high-resolution photos with the 48MP Fusion camera. And with supersized battery life, you have more time to text, browse, and more.

Also be sure to explore the stunning new Apple iPhone 17, Apple iPhone Air, Apple iPhone 17 Pro and Apple iPhone 17 Pro Max available on the nation’s largest and fastest nationwide 5G network.

iPhone 16e "
google-pixel-9a,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


Dual rear camera system: 48 MP wide | 13 MP ultrawide | Super Res Zoom up to 8x

13MP front selfie camera

Talk Time

Standby Time

Other features
Add Me- Take a pic with the group, then swap in the photographer and magically merge both photos⁴
Gemini- Your built-in AI assistant. Hold the power button to start writing and planning¹
Gemini Live- Instead of typing, talk things out live and have a natural free-flowing conversation⁵
Extensions-Save time by asking Gemini to find info and get things done across apps-like Maps, Gmail⁶
Display- 6.3 inch Actua display is sharp, vibrant and 35% brighter⁷
Google Tensor G4- the power behind AI on Google Pixel
Durability- IP68 water and dust protection and a scratch-resistant display⁸
Meet Pixel 9a – engineered by Google with more than you expect, for less than you think. Like Gemini built in to supercharge your productivity and creativity.1 An amazing camera for incredible photos. All-day battery.2 Durable design. And 7 years of updates so it keeps feeling new.3 All for under $500.

Also checkout the newest Google Pixel phones, including Pixel 10a, Pixel 10 Pro, Pixel 10 Pro Fold and the Pixel 10 Pro XL on our largest and fastest 5G network.

Google Pixel 9a "
motorola-edge-2025,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


50MP Sony LYTIA™ 700C + 50MP Ultrawide + 10MP Telephoto

50MP Quad Pixel Front Camera

45 Hours Talk Time

28 Days Standby Time

Other features
Beautifully durable quad-curved design
Military-grade protection² and 2x stronger Corning® Gorilla® Glass.³
Intelligent pro-grade camera system powered by moto ai
Vivid 6.7"" Super HD (1220p) display
Power for the day, charged in 6 minutes⁴,⁵ with 68W TurboPower™ Charging
Stay powered for longer with a 5200mAh battery⁷
Exclusive moto experiences
Superfast, ultra-efficient performance with a Media Tek Dimensity 7400 chipset
You expect craftsmanship that will stand the test of time. Meet the new motorola edge. With a beautifully contoured quad-curved design, a soft-touch finish, and enhanced durability, it's made to last. Count on a military-grade certified design,2 the highest level of water protection,1 and damage-resistant Corning® Gorilla® Glass.3 Effortlessly capture professional-level photos with a Sony LYTIA™ camera system. Experience moto ai6 boosting your creativity and assisting with everyday actions behind the scenes. Immerse yourself in entertainment on a 6.7"" Super HD (1220p) display backed by Dolby Atmos® sound. And keep the action going with up to two days of battery life4. Plus, enjoy moto experiences that empower creative freedom, effortless interactions, and peace of mind. All this, plus AI-enhanced performance just waiting to be unleashed. Find your edge with the new motorola edge.

Check out our best deals on Motorola phones & accessories.

1Water and dust resistance were tested to IP68 and IP69 standards under controlled laboratory conditions.
2The U.S. Department of Defense's MIL-SPEC standards establish methodologies for testing products against environmental stresses under controlled laboratory conditions.
3Performance of Gorilla® Glass 7i is based on lab tests under controlled conditions.
4All battery life claims are approximate and based on the median user tested across a mixed use profile.
5Requires 68W TurboPower™ charger; sold separately.
6Motorola Account login is required to access Moto AI features. An internet or cellular connection is needed for functionality.
7The typical capacity is 5200mAh.
What’s in the box
Motorola edge - 2025
Type-C to USBType-C cable
SIM Tool
Additional spec details
Battery Description
5,200 mAh
Ports
USB Type-C
Connectivity
Wi-Fi 802.11 a/b/g/n/ac/k/v/r/ax 2.4 GHz | 5 GHz | 6GHz Wi-Fi 6E Wi-Fi hotspot , Bluetooth® 5.4, NFC, Satellite Capable
Processor
MediaTek Dimensity 7400
Operating System
Android
Ram
8 GB
Maximum Expandable Memory
0 GB
Wireless Network Technology Generations
4G LTE, 5G
Supported Email Platforms
Apple Mail, POP3, IMAP4, SMTP, Microsoft® Exchange, AOL, AIM, Yahoo!® Mail, GMail
WEA Capable
true
Mobile Hotspot Capable
true
Frequency
UMTS: Band I (2100), Band II (1900), Band IV (1700/2100), Band V (850), Band VIII (900); GSM: 850 MHz, 900 MHz, 1800 MHz, 1900 MHz; 5G: n1, n2, n3, n5, n7, n12, n14, n20, n25, n26, n28, n29, n30, n38, n40, n41, n48, n66, n70, n71, n77, n78; LTE: 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 42, 48, 66, 71
Display
6.7” Super HD display
Display resolution
2712 x 1220 pixels
Weight
6.4 Ounces
Length
0.31 Inches
Height
6.4 Inches
Width
2.9 Inches
Accessibility
Hearing Aid Compatibility
Pass"
samsung-galaxy-a36-5g,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

50MP Wide, 8MP Ultra Wide & 5MP Macro Cameras

12MP Front Camera

43 Hours Talk Time

15.4 Days Standby Time

Other features
Awesome price. Amazing value.
Super AMOLED Display
Snap Studio Quality Selfies in a Snap
Long-Lasting Battery
Powerful Processor
5G Connectivity
Privacy and Security
Awesomely Durable
Samsung Wallet
Awesome Intelligence. Circle to Search.
Awesome Intelligence. Fast & Fun Photo Editing.
Enhanced Design.
45W Fast-Charging Capable
IP67 Rated
Unbeatable value with a slim, durable design and all the essential features you need await on Galaxy A36 5G. With more storage, you can keep your favorite photos, apps, and memories without worrying about running out of space. Capture stunning, studio grade selfies with the enhanced front camera and easily edit and enhance them with AI Photo Edit tools. The large 6.7"" display makes gaming, scrolling, and movie nights more enjoyable than ever. Enjoy all the awesome perks that come with an A Series phone including Samsung TV Plus and partner offers like three months of free Peacock Premium.

Whether you're staying connected, capturing moments, or browsing, A36 5G gives you premium performance at an affordable price. It's the smart choice you’ve been waiting for.

Awesome price. Amazing value.

Be sure to also check out the stunning new Samsung Galaxy S25, Samsung Galaxy S25+, Samsung Galaxy S25 FE, and Samsung Galaxy S25 Edge, available on the nation’s largest and fastest nationwide 5G network.


What’s in the box
Samsung Galaxy A36 5G
Data Cable (USB-C to USB-C)
Quick Start Guide
SIM Pin/Ejector
Terms & Conditions
HAC Insert
Additional spec details
Battery Description
5000 mAh
Ports
USB Type-C
Connectivity
Wi-Fi 802.11a/b/g/n/ac/ax, UMTS,HSDPA,HSPA+,5G,LTE, Bluetooth 5.3, NFC, Satellite Capable, NativeSatellite Capable, Satellite Data Capable
Processor
Qualcomm® SM6475 Octa-core
Operating System
Android
Ram
6 GB
Maximum Expandable Memory
0 GB
Wireless Network Technology Generations
4G LTE, 5G
Supported Email Platforms
Apple Mail, POP3, IMAP4, SMTP, Microsoft® Exchange, AOL, AIM, Yahoo!® Mail, GMail
Hearing Aid Compatibility
Pass
WEA Capable
true
Mobile Hotspot Capable
true
Frequency
UMTS: Band I (2100), Band II (1900), Band IV (1700/2100), Band VIII (900); GSM: 850 MHz, 900 MHz, 1800 MHz, 1900 MHz; 5G: n2, n25, n41, n66, n71, n78; LTE: 1, 2, 3, 4, 5, 7, 12, 13, 20, 25, 26, 38, 39, 40, 41, 48, 66, 71
Display
6.7” FHD+ Super AMOLED Display
Display resolution
2340 x 1080 pixels
Weight
6.88 Ounces
Length
0.29 Inches
Height
6.41 Inches
Width
3.07 Inches"
motorola-moto-g-play-2026,"Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

32MP AI-Powered Quad Pixel camera System

8MP Front camera

48 Hours Talk Time

29.95 Days Standby Time

Other features
Super-bright, super-smooth 6.7"" display
Superfast 5G performance²
12GB of RAM with RAM Boost³
Get hours of power in minutes with 18W TurboPowerTM charging⁶
Long-lasting battery 5200 mAh battery⁷
Worry proof water-repellent design⁸
Soft vegan leather finish
Say hello to the new moto g play - 2026, bringing you the best of entertainment on a phone within reach. Watch your favorite content on the go on a super-bright, super-smooth 6.7"" 120Hz display1. Go for the epic gaming win or become a multitasking marvel. With 5G speed2, a superfast processor, and RAM Boost3, you’re unstoppable. Capture stunning photos and videos in any light—the 32MP AI-powered camera system4 makes it a snap. Work and play with 2 days of battery life5, then recharge in a flash with TurboPower™ charging5,6. Plus, listen to music and movies on stereo speakers with Dolby Atmos®. All in a sleek, premium design that’s built for life’s journey. Take fun to the next level with the new moto g play.

Be sure to explore the stunning razr 2026 and razr fold 2026, available on the nation's largest and fastest nationwide 5G network.

moto g play – 2026 "
apple-iphone-15,"Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

48MP Main with 2X Telephoto

12MP TrueDepth Front Camera

16 Hours Talk Time

Standby Time

Other features
Dynamic Island comes to iPhone 15
Innovative Design¹˒²
Next-generation portraits
Powerhouse A16 Bionic Chip³
USB-C Connectivity
Vital Safety Features⁴˒⁵
Comes with Apple Care Warranty
iPhone 15 brings you Dynamic Island, a 48MP Main camera, and USB-C—all in a durable color-infused glass and aluminum design.

Also, be sure to explore the stunning new Apple iPhone 17, Apple iPhone Air, Apple iPhone 17 Pro and Apple iPhone 17 Pro Max available on the nation’s largest and fastest nationwide 5G network.

iPhone 15 "
