product,features
motorola-razr-plus-2026,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

50MP Wide Camera |50MP Ultrawide & Macro Vision

32MP Front Camera

31 Hours Talk Time

14.5 Days Standby Time

Other features
Full apps. Zero flips
Flexibility meets camera power
Intelligent performance
All-day power¹ , fast charging
Compact design, built tough
Iconic razr style
45W TurboPower™ charging.²
Closed: 3.5 × 2.9 × 0.6 inches
Open: 2.9 × 6.7 × 0.3 inches
Do more without flipping open. motorola razr+ puts what matters most right at your fingertips with a large 4.0"" external display that lets you run full apps, reply to messages, and stay connected at a glance. Capture photos and videos in new ways using Flex View and a powerful dual 50MP main camera system designed for creative flexibility. Advanced AI-powered camera features help you capture sharper action shots, better group photos, and stunning results with less effort. Powered by the Snapdragon® 8s Gen 3 mobile platform, performance stays fast and responsive throughout your day. With all-day battery life1 and fast charging, it keeps up with you. A compact design built tough and finished in distinctive Pantone® colors brings iconic razr style to life. The new motorola razr+. Flip into more.

1All battery life claims are approximate and based on the median user tested across a mixed use profile (which includes both usage and standby time) under optimal network conditions. Actual battery performance will vary and depends on many factors including signal strength, network and device settings, temperature, battery condition, and usage patterns.
2Median users can get up to 12 hours of battery life in about 11 min of charge. Tested under controlled laboratory conditions. Actual charging speed will vary based on temperature, device settings and other factors. Battery must be substantially depleted; charging rate slows as charging progresses. Charger sold separately. Charge using Motorola TurboPower™ 45W charger or higher (sold separately). Higher chargers will not increase maximum 45W charge capability. Use of other chargers not recommended and may impair charging performance.
What’s in the box
motorola razr+ 2026
USB Type-C Cable
Guides
SIM tool
Additional spec details
Battery Description
4500mAh
Ports
USB Type-C
Connectivity
WiFi: 7 /6E / 6 / 5, Bluetooth 5.4, NFC, Satellite Capable, Satellite Data Capable, NativeSatellite Capable
Processor
Snapdragon® 8s Gen 3
Operating System
Android
Ram
12 GB
Maximum Expandable Memory
0 GB
Wireless Network Technology Generations
4G LTE, 5G
Supported Email Platforms
Apple Mail, POP3, IMAP4, SMTP, Microsoft® Exchange, AOL, AIM, Yahoo!® Mail, Gmail
WEA Capable
true
Mobile Hotspot Capable
true
Frequency
GSM: 850 MHz, 900 MHz, 1800 MHz, 1900 MHz; UMTS: Band I (2100), Band II (1900), Band IV (1700/2100), Band V (850), Band VIII (900); LTE: 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71; 5G: n1, n2, n3, n5, n7, n12, n14, n20, n25, n26, n28, n29, n30, n38, n40, n41, n48, n66, n70, n71, n77, n78
Display
6.9"" FHD+ AMOLED
Display resolution
2640 x 1080 pixels
Weight
6.7 Ounces
Length
0.3 Inches
Height
6.7 Inches
Width
2.9 Inches
Accessibility
Hearing Aid Compatibility
Pass (2019 Standard)"
apple-iphone-air,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

48MP Fusion camera system | 48Mp Fusion Main

18MP Center Stage camera

27 Hours Talk Time

Standby Time

Other features
Super Thin , Strikingly Light , Shockingly Strong
More durable than any previous iPhone²,³
A19 Pro Chip
All-Day Battery Life⁴
iOS 26⁵
Built for Apple Intelligence⁶
Satellite features ⁷,⁸
Stronger Connectivity , Superfast speeds⁹,¹⁰
eSIM
iPhone Air. The thinnest iPhone ever. 6.5-inch display,1 durable Ceramic Shield front and back, A19 Pro chip, 48MP Fusion camera system, and Center Stage front camera.

Also be sure to explore the stunning Apple iPhone 17e, Apple iPhone 17, Apple iPhone 17 Pro and Apple iPhone 17 Pro Max available on the nation’s largest and fastest nationwide 5G network.

iPhone Air "
apple-iphone-17e,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


48MP Fusion Camera with super higher resolution photos and an optical-quality 2x Telephoto

12MP TrueDepth front camera

26 Hours Talk Time

Standby Time

Other features
Say hello to a good buy - iPhone 17e comes at a wallet-friendly price.
Action Button - Quick customizable access to your favorite apps and features³
Desgined to Last - iPhone 17e is protected by Ceramic Shield 2 on the front.
Stunning Display - The 6.1-inch Super Retina XDR display makes photos pop and text easy to read.¹
All-Day Battery Life - Text, browse, and binge movies and shows for hours on end.²
Fast Wireless Charging. All in a Snap with Magsafe⁴
A19 Chip. Blasts and Lasts.
More Space for what matters
Satellite Features⁵,⁶
iOS and Apple Intelligence. Effortlessly Helpful Everyday⁷
Privacy - Use Face ID to securely unlock, sign in, and pay.
iPhone 17e features a beautiful 6.1-inch Super Retina XDR display,1the fast and capable A19 chip, all-day battery life,2 and 256GB starting storage.

Be sure to explore the stunning Apple iPhone 17, Apple iPhone 17 Pro, Apple iPhone 17 Pro Max and Apple iPhone Air available on the nation’s largest and fastest nationwide 5G network.

iPhone 17e "
samsung-galaxy-s26-ultra,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


Quad Camera System w/200MP Main Camera

12MP Front Facing Camera

52 Hours Talk Time

14.4 Days Standby Time

Other features
Privacy Display
Fast. Powerful. AI-ready.
Photo Assist
Make it. Edit it. Share it.
Now Nudge with Galaxy AI
Nightography Video and Photo
Immersive Viewing
AI Assistant in Your Ear
Android™ 16
Bluetooth® 6.0
Conversational Gain 17DB with Hearing Aids
Conversational Gain 18DB without Hearing Aids
When everything just works, you stay in the moment. Samsung Galaxy S26 Ultra anticipates1 what you need next, empowers your creativity, delivers powerful performance with stunning, ultra-vivid viewing and even gives you the freedom to keep your screen private2 — whenever you choose.

Out with friends and capturing the night? Nightography brings every scene to life, revealing rich detail even in low light. Snap photos or record video confidently as the night goes on, and then use Photo Assist3 with Galaxy AI4 to refine your shots in seconds — cleaning up distractions, enhancing details and helping every memory look the way it felt. No extra apps. No slowing down.

Creativity doesn’t stop once the moment is captured. Creative Studio3 with Galaxy AI on Galaxy S26 Ultra turns inspiration into creation, just like that. Transform photos into custom stickers, design invitations or generate entirely new images using a simple prompt — all without switching apps or learning new tools. Whether you’re refining a memory or imagining something brand new, Galaxy AI helps bring ideas to life effortlessly, so creativity feels intuitive, not technical.

When it’s time to turn ideas into plans, Galaxy S26 Ultra makes it simple. Now Nudge1 with Galaxy AI helps you stay on top of conversations by suggesting quick actions like adding an event, sharing a photo or finding a location — all without slowing things down.

All of this happens with privacy in mind. With the world’s first privacy display built into a phone, you can keep personal moments for your eyes only. Whether you’re creating, checking emails or just catching up, everything feels effortless and on your terms. Samsung Galaxy S26 Ultra is more than a smartphone — it’s your companion.

Be sure to explore the new Galaxy S26 and Galaxy S26+, available on the nation’s largest and fastest 5G network.

1 Auto suggestion should be enabled. For location information, location permission should be allowed.
2 Must be enabled in settings.
3 Requires an internet connection / Samsung account login. Edited images may be resized and will have visible AI watermark. The accuracy and reliability of the generated output is not guaranteed.
4Galaxy AI basic features provided by Samsung are free. Any Samsung enhanced AI features and all third-party AI features are subject to different terms and may be subject to fees.

Samsung Galaxy S26 Ultra "
motorola-moto-g-stylus-2026,"Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

50MP Sony LYTIA™ 700C OIS camera system

13MP Ultra Wide + Macro Vision Camera

39 Hours Talk Time

25.67 Days Standby Time

Other features
The only built-in active stylus in its class⁵
6.7"" Extreme AMOLED Super HD display
Proven durability and protection¹,²
Blazing-fast 68W TurboPower™ charging³,⁴
Smooth performance and smart experiences
Immersive stereo sound
Supercharge your creativity with the new moto g stylus - 2026, featuring a built-inactive stylus. Create, navigate, and annotate with pinpoint precision. Capture breathtaking photos in any light and unshakable 4K videos on the move with a 50MP Sony LYTIA™ 700C OIS camera system powered by moto ai. Sketch freely or edit photos on a stunning 6.7"" Extreme AMOLED Super HD display—or showcase your creations in full cinematic glory. Explore fearlessly thanks to water protection and military-grade toughness.1,2 Heading out for your next adventure? Get power for the day in minutes with 68W TurboPower™ charging.3,4 All this plus smooth performance and smart experiences. Let your ideas flow freely with moto g stylus - 2026.

1Water and dust resistance were tested to IP68 and IP69 standards under controlled laboratory conditions. Withstands immersion in up to 1.5 meters of fresh water for up to 30 minutes, and is protected against powerful, high-temperature water jets for up to 30 seconds. Exposure to conditions beyond these ratings are not covered by warranty. Resistance will decrease as a result of normal wear. Not designed to work while submerged underwater. Do not expose to liquids other than fresh water. Do not attempt to charge a wet phone. Designed to provide protection against the ingress of solid foreign objects of any size. Not waterproof.
2MIL-STD 810H establishes a methodology for testing products against environmental stresses undercontrolled laboratory conditions. Motorola uses the U.S. Department of Defense’s MIL-SPEC standards to test devices against hazardous physical and environmental conditions to determine durability. Such testing is not a guarantee of future performance under these test conditions. The moto g stylus - 2026 was tested against 16 categories and 14 MIL-STD-810H procedures to prove its toughness. Abuse, like that contained in MIL-STD 810H testing, is not covered under Motorola’s standard warranty.
3All battery life claims are approximate and based on the median user tested across a mixed use profile (which includes both usage and standby time) under optimal network conditions. Actual battery performance will vary and depends on many factors including signal strength, network and device settings, temperature, battery condition, and usage patterns.
4Maximum 68W charge; Rapid charging capable only with Motorola TurboPower™ 68W charger or higher (sold separately); higher chargers will not increase maximum charge capability.
5Based on internal research conducted as of November 4th, 2025, of available smartphones NA markets priced below $400 US dollars.

What’s in the box
Motorola moto g stylus – 2026
USB-C to Cable
Guides
SIM Tool
Additional spec details
Battery Description
5200mAh
Ports
USB Type C
Connectivity
Wi-Fi 802.11 a/b/g/n/ac/ax | 2.4GHz | 5GHz| 6GHz| Wi-Fi 6E | Wi-Fi hotspot, Bluetooth 5.4, NFC, Satellite Capable, Satellite Data Capable, NativeSatellite Capable
Processor
Qualcomm® Snapdragon® 6 Gen 3 processor
Operating System
Android
Ram
8 GB
Maximum Expandable Memory
1 TB
Wireless Network Technology Generations
4G LTE, 5G
Supported Email Platforms
Apple Mail, POP3, IMAP4, SMTP, Microsoft® Exchange, AOL, AIM, Yahoo!® Mail, Gmail
WEA Capable
true
Mobile Hotspot Capable
true
Frequency
GSM: 850 MHz, 900 MHz, 1800 MHz, 1900 MHz; LTE: 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 42, 48, 66, 71; 5G: n1, n2, n3, n5, n7, n12, n14, n20, n25, n26, n28, n29, n30, n38, n40, n41, n48, n66, n70, n71, n77, n78; UMTS: Band I (2100), Band II (1900), Band IV (1700/2100), Band V (850), Band VIII (900)
Display
6.7"" Extreme AMOLED Super HD Display
Display resolution
2712 x 1220 pixels
Weight
6.78 Ounces
Length
0.33 Inches
Height
6.38 Inches
Width
2.94 Inches
Accessibility
Hearing Aid Compatibility
Pass"
samsung-galaxy-s26-plus,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


Triple Camera System w/50MP Main Camera

12MP Front Facing Camera

50 Hours Talk Time

14.1 Days Standby Time

Other features
Fast. Powerful. AI-ready.
Photo Assist
Make it. Edit it. Share it.
Now Nudge with Galaxy AI
Immersive Viewing
AI Assistant in Your Ear
Android™ 16
Bluetooth® 6.0
Conversational Gain 15DB with Hearing Aids
Conversational Gain 19DB without Hearing Aids
Samsung Galaxy S26+ is designed for the moments when creativity strikes — and the pace of your day doesn’t slow down. Powered by Galaxy AI,1 it helps you shape ideas, express yourself and keep everything moving naturally from inspiration to execution.

With Photo Assist,2 creativity goes far beyond the original shot. Add or remove elements while restoring details or apply artistic styles like painting, black-and-white or playful illustrations to reimagine your photos in seconds. It’s an easy, intuitive way to give your images a new perspective — no additional apps required.

Creative Studio2 with Galaxy AI takes those ideas even further. Create custom stickers, personalized profile pictures or entirely new images with a simple prompt. Whether you’re refining a memory or starting from scratch, Galaxy S26+ makes it effortless to turn imagination into something tangible and ready to share.

As ideas turn into action, Galaxy S26+ keeps everything in sync. Now Nudge3 with Galaxy AI supports your conversations by surfacing helpful actions like adding events, viewing your calendar, sharing photos, browsing locations or sending contact details — right when they make sense. And with ProScaler enhancing sharpness and color automatically, everything you create, read and type looks clearer and more vibrant throughout the day.

Samsung Galaxy S26+ brings creativity and momentum together — helping you express more, organize faster and move through your day with ease.

Be sure to explore the new Galaxy S26 and Galaxy S26 Ultra, available on the nation’s largest and fastest 5G network.

1 Galaxy AI basic features provided by Samsung are free. Any Samsung enhanced AI features and all third-party AI features are subject to different terms and may be subject to fees.
2 Requires an internet connection / Samsung account login. Edited images may be resized and will have visible AI watermark. The accuracy and reliability of the generated output is not guaranteed.
3 Auto suggestion should be enabled. For location information, Location permission should be allowed.

Samsung Galaxy S26+ "
samsung-galaxy-s26,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


Triple Camera System w/50MP Main Camera

12MP Front Facing Camera

44 Hours Talk Time

11.7 Days Standby Time

Other features
Fast. Powerful. AI-ready.
Photo Assist
Make it. Edit it. Share it.
Now Nudge with Galaxy AI
AI Assistant in Your Ear
Android™ 16
Bluetooth® 5.4
Conversational Gain 15DB with Hearing Aids
Conversational Gain 19DB without Hearing Aids
Samsung Galaxy S26 keeps things moving effortlessly. From quick replies to creative moments, everything feels smooth and responsive as you move between texting, scrolling, creating and sharing with Galaxy AI.1 Even better, this seamless experience comes alive on a larger,2 vibrant display that automatically enriches color to make photos feel more expressive and videos more engaging.

When inspiration strikes, it’s easy to act on it. Photo Assist3 with Galaxy AI helps you clean up a photo by removing distractions while restoring details or exploring artistic styles like painting, black and white or playful illustrations to give your photos an entirely new look. And when you want to do more, Creative Studio3 makes it simple to create custom stickers, personalize profile pictures or generate new images from a quick prompt. No extra apps. No technical skills. Just effortless tools that help turn ideas into something uniquely yours.

Samsung Galaxy S26 brings performance, immersion and creativity together — designed to keep everything you do feeling fast, vivid and inspired.

Be sure to explore the new Galaxy S26+ and Galaxy S26 Ultra, available on the nation’s largest and fastest 5G network.

1 Galaxy AI basic features provided by Samsung are free. Any Samsung enhanced AI features and all third-party AI features are subject to different terms and may be subject to fees.
2 As compared to S25.
3 Requires an internet connection / Samsung account login. Edited images may be resized and will have visible AI watermark. The accuracy and reliability of the generated output is not guaranteed.

Samsung Galaxy S26 "
google-pixel-10a,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

Dual rear camera system: 48 MP wide | 13 MP ultrawide | Super Res Zoom up to 8x

13MP front selfie camera

Talk Time

Standby Time

Other features
Gemini – Your quick thinking AI assistant. Ask Gemini to find and text options for your brunch date³
Gemini Live – Share your camera in conversations to have a live back-and-forth chat with Gemini⁴
Camera Coach – Helps you take better pics.  It’s like having a photo director on your phone.⁵
Battery – Get 30+ hours out of a full charge or turn on Extreme Battery Saver for up to 120 hours⁶
Tensor G4 – The power behind AI on Google Pixel
Auto Best Take – Snap the moment and let Pixel combine similar photos into one for best shot
Add Me – Be in the pic- even if you’re behind the camera by adding yourself in
Nano Banana – Blend images together and apply different creative styles to make them your own⁷
Meet Google Pixel 10a. Brilliant photography, helpful AI,1 and a durable design.2 It’s got all the essentials, plus features you’ll love.




1Gemini mobile app availability may vary by country and language. Check responses for accuracy. Internet connection required.
2Compared to Pixel 9a
3Internet connection required. Features may differ depending on subscription and account. Some apps require setup. Available on select devices, and in select countries and languages.
4Results for illustrative purposes and may vary. Check responses for accuracy. Compatible with certain features and accounts. Internet connection required. Available in select countries, languages, and to users 18+.
5Results may vary.
6Battery life depends upon many factors and usage of certain features will decrease battery life. Actual battery life may be lower. See g.co/pixel/battery-tests and g.co/pixel/batteryhealth for details. 7Check responses for accuracy. Compatible with certain features and accounts. Internet connection required. Available in select countries, languages, and to users 18+.. See policies.google.com/terms/generative-ai/use-policy to learn more.

What’s in the box
Google Pixel 10a
1 m USB-C® to USB-C® cable (USB 2.0) 1
SIM Tool
Additional spec details
Battery Description
5100 mAh
Ports
USB type C
Connectivity
Wi-Fi 6E with 2.4GHz, 5GHz, 6GHz, 2x2 MIMO, Bluetooth 6, NFC, Satellite Data Capable, NativeSatellite Capable, Satellite Capable
Processor
Google Tensor 4
Operating System
Android
Ram
8 GB
Maximum Expandable Memory
0 GB
Wireless Network Technology Generations
4G LTE, 5G
Supported Email Platforms
Gmail, Apple Mail, POP3, IMAP4, SMTP, Microsoft® Exchange, AOL, AIM, Yahoo!® Mail
WEA Capable
true
Mobile Hotspot Capable
true
Frequency
GSM: 850 MHz, 900 MHz, 1800 MHz, 1900 MHz; UMTS: Band I (2100), Band II (1900), Band IV (1700/2100), Band V (850), Band VIII (900); LTE: 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 41, 42, 48, 66, 75; 5G: n1, n2, n3, n5, n7, n8, n12, n14, n20, n26, n28, n38, n40, n41, n66, n70, n75, n77, n78, n79
Display
6.3'' Actua Display
Display resolution
2424 x 1080 pixels
Weight
6.5 Ounces
Length
0.4 Inches
Height
6.1 Inches
Width
2.9 Inches
Accessibility
Hearing Aid Compatibility
Pass"
motorola-razr-fold-2026,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

50MP Wide Camera + 50MP Ultrawide & Macro + 50MP Periscope Telephoto Lens

20MP Closed | 32MP Open Front Camera

37 Hours Talk Time

14.5 Days Standby Time

Other features
6.6"" external display that unfolds to reveal a massive 8.1"" 2K LTPO screen
Capture breathtaking photos & cinematic videos with the #1 foldable camera system on DXOMARK¹
Go for over 43 hours on a single charge of the 6000mAh battery⁷
Thin, lightweight design backed by a precision-engineered steel hinge⁵
IP49-rated protection against splashes and high-pressure water.⁴
Reimagining the way you multitask using Google Gemini⁶, moto ai³, Perplexity, and more.
Closed: 6.30 x 2.90 x 0.39 inches
Opened: 6.30 x 5.69 x 0.18 inches
Display Resolution: External: 1080 x 2520 pixels
Display Resloution: Internal: 2232 x 2484 pixels
Life’s constantly changing. The all-new motorola razr fold changes with it. Move from activity to activity effortlessly—it adapts to whatever you’re doing. Start on a super bright 6.6"" screen, then unfold to reveal your massive 8.1"" 2K display. Capture breathtaking photos and cinematic videos with a DXOMARK-awarded camera system.1 Go nonstop with one of the largest batteries among foldables2,5—and a slim, lightweight design. Explore worry-free thanks to Corning® Gorilla® Glass Ceramic 3. And simply do more with the world’s leading AI platforms like Google Gemini6, Pexplexity, and moto ai3. A new icon is unfolding with motorola razr fold.

Carrying for your motorola razr fold


Your phone comes with a Motorola- developed screen protector customized to razr’s unique foldable design. The screen protector is of superior quality and preserves the predicted service life of your phone.
To clean the internal display, we recommend using pre-moistened screen wipes or a lint-free cloth.
Do not use pressurized air dusters on the display.
Do not remove the pre-installed screen protector as it will damage the display
Avoid putting sharp items on the internal display, and do not add any type of screen protector to the display, as it may cause damage.

Also check out the motorola moto g – 2026, motorola moto g play – 2026, and motorola razr - Swarovski, available on the nation's largest and fastest nationwide 5G network.

motorola razr fold - 2026 "
motorola-razr-2026,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite, so you can stay connected in places never thought possible with the only mobile + satellite network powering messaging and apps.

Learn more about T-Satellite

50MP Camera with OIS + 50MP Ultrawide & Macro camera

32MP Front Camera

41 Hours Talk Time

24 Days Standby Time

Other features
Do more without opening on the 3.6"" external display
Capture photos and videos in new ways using Flex View, gestures, and pro-grade cameras
Over 36 hours of power¹
30W TurboPower™ charging²
Unfold a vibrant 6.9"" display for immersive entertainment, gaming, and multitasking
Ultra-compact foldable engineered with military-grade durability³
Do more with moto ai⁴, Gemini⁵, and Perplexity—AI tools that help you search, create & organize
Closed: 3.5 x 2.9 x 0.6 inches
Opened: 6.7 x 2.9 x 0.3 inches
Do more without opening. motorola razr puts everyday essentials right at your fingertips with a 3.6"" external display that lets you run full apps, reply to messages, and stay connected at a glance. Capture photos and videos in new ways using Flex View and a powerful dual 50MP main camera system built for creative flexibility. When you want more room, unfold a vibrant 6.9"" display for immersive entertainment and seamless multitasking. With over 36 hours of battery life1 and fast TurboPower™ charging2, it keeps up with your day. Finished in distinctive PANTONE® colors and engineered with military-grade durability3, it’s built to go wherever life takes you. The new motorola razr. Small flip. Big possibilities.

Carrying for your motorola razr


Your phone comes with a Motorola- developed screen protector customized to razr’s unique foldable design. The screen protector is of superior quality and preserves the predicted service life of your phone.
To clean the internal display, we recommend using pre-moistened screen wipes or a lint-free cloth.
Do not use pressurized air dusters on the display.
Do not remove the pre-installed screen protector as it will damage the display
Avoid putting sharp items on the internal display, and do not add any type of screen protector to the display, as it may cause damage.

Be sure to check out the moto g - 2026, motorola moto g play - 2026, and motorola razr - Swarovski, available on the nation's largest and fastest nationwide 5G network.

motorola razr - 2026 "
motorola-moto-g-2026,"Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


50MP Quad Pixel camera system

32MP Front Camera

48 Hours Talk Time

27.5 Days Standby Time

Other features
Super-bright, super-smooth 6.7"" display¹
Superfast 5G performance³ with MediaTek Dimensity 6300 chipset
Long-lasting 5200 mAh battery⁵,⁶ with TurboPower™ charging⁷
Multidimensional audio with stereo speakers, Dolby Atmos® and Hi-Res Audio
Premium look and feel of vegan leather
Water-repllent design⁸
Scratch resistant Corning® Gorilla® Glass 3
Meet the new moto g - 2026, bringing you the best of entertainment and creativity on a phone within reach. Watch your favorite shows on the go, even in sunlight, on a super-bright, super-smooth 6.7"" 120Hz display1. Explore your creativity with breathtaking shots in any light. The 50MP AI-powered camera system2 makes it a snap. With 5G speed3, a superfast processor, and RAM Boost4, you’re unstoppable. Go for the epic win or become a multitasking marvel. Power through day after day with a 5200mAh battery5,6, then recharge in a flash with TurboPower™.6,7 Plus, listen to music and movies on stereo speakers with Dolby Atmos®. All in a sleek, premium design that’s built for life’s journey. Fuel the fun with the new moto g.

Be sure to explore the stunning razr - 2026 and razr fold - 2026, available on the nation's largest and fastest nationwide 5G network.

moto g - 2026 "
samsung-galaxy-a57-5g,"Overview
Specs
Key features

T-Satellite with Starlink

This device is compatible with T-Satellite messaging, so you can stay connected in places never thought possible with the only mobile + satellite network that connects automatically.

Learn more about T-Satellite


50MP Main, 12MP UW, & 5MP Macro Rear Cameras

12MP Front Facing Camera

49 Hours Talk Time

13.9 Days Standby Time

Other features
Awesomely Light
Awesomely Vivid Detail
Delight in the Details
Lasts Long. Charges Fast.
The Speed You Need
Keep Your Data Safe
Designed Tough
Keep Every Memory
Awesome Intelligence at Your Fingertips
A Digital Wallet Is Already in Your Galaxy
Conversational gain with hearing aids: 14dB
Conversational gain without hearing aids: 17B
Android 16.0
Galaxy A57 5G brings the best of A Series design and performance together in one sleek masterpiece. With slimmer bezels1 and a brilliant 6.7"""" Super AMOLED Plus display2 featuring immersive viewing, everything from streaming to scrolling looks bright and vivid wherever you are. From stunning landscapes to standout selfies, Galaxy A57 5G makes every shot count. Its triple-lens camera system, highlighted by the all-new 50MP HDR camera1, captures brighter images and vibrant low-light videos with improved shot speed. The front HDR camera keeps your selfies clear and natural. With built-in AI features, editing and exploring feels effortless. Use Best Face to make sure everyone looks their best, Instant Slow-Mo to stretch the moment to highlight the action and Object Eraser and Edit Suggestions to clean up the background. Use Circle to Search with Google3 and Gemini Live4 to find a look you like, explore and get things done easy with the help of awesome AI tools. Powered by a long-lasting battery and Super Fast Charging 2.0,5 you can do what you like for longer, while IP68 protection6 and long-term OS updates and security updates7 keep your device dependable for years to come. Galaxy A57 5G delivers an elevated experience that raises the standard for what an A-Series phone can be.

1Compared to Galaxy A56 5G.
2Measured diagonally, the screen size is 6.7"" in the full rectangle and 6.6"" accounting for the rounded corners. Actual viewable area is less due to the rounded corners and the camera cutout.
3Circle to Search requires internet connection; results may vary by uniqueness, clarity and framing of circled image and related factors.
4Requires Google Gemini account. Results may vary based on input; check responses for accuracy. Google and Gemini are trademarks of Google LLC.
5Requires 45W Super Fast Charger sold separately. Super Fast Charging speed depends on battery level and other factors; use only Samsung-approved chargers and cables; do not use any worn or damaged chargers or cables; incompatible charger or cable can cause serious injuries or damage to your device.
6Consistent with IP68 rating, water resistant in up to 5 feet of water for up to 30 minutes. Rinse residue / dry after wet.
7OS updates and 6 years of security updates from date of global manufacture [Q2 2026].
What’s in the box
Samsung Galaxy A57 5G
Data Cable (USB-C to USB-C)
Quick Start Guide
SIM Pin/Ejector
Terms & Conditions
HAC Insert
Additional spec details
Battery Description
5000 mAh
Ports
USB Type-C
Connectivity
Wi-Fi 802.11a/b/g/n/ac/ax Wi-Fi 6E, UMTS,HSDPA,HSPA+,LTE,5G, NFC, Bluetooth 6.0, Satellite Capable, NativeSatellite Capable
Processor
Samsung Exynos 1680 (4 nm)
Operating System
Android
Ram
8 GB
Maximum Expandable Memory
0 GB
Wireless Network Technology Generations
4G LTE, 5G
Supported Email Platforms
Apple Mail, POP3, IMAP4, SMTP, Microsoft® Exchange, AOL, AIM, Yahoo!® Mail, Gmail
WEA Capable
true
Mobile Hotspot Capable
true
Frequency
GSM: 850 MHz, 900 MHz, 1800 MHz, 1900 MHz; LTE: 1, 2, 3, 4, 5, 7, 12, 13, 20, 25, 26, 38, 39, 40, 41, 48, 66, 71; UMTS: Band I (2100), Band II (1900), Band IV (1700/2100), Band VIII (900); 5G: n2, n25, n41, n66, n71, n77, n78
Display
6.7"" Super AMOLED+ HDR+ Display
Display resolution
2340 x 1080 pixels
Weight
6.31 Ounces
Length
0.27 Inches
Height
6.36 Inches
Width
3.02 Inches"
